,START_DATE,START_TIME,START,STOP,END_DATE,END_TIME,RIDE_DURATION,MILES,FARE,DAY_NIGHT,PURPOSE,ROUND_TRIP,CATEGORY
1003,12-02-2016,08:02:00,Orlando,West Palm Beach,12-02-2016,08:55:00,53,23.5,258.5,MORNING,Airport/Travel,No,Business
1004,27-02-2016,07:39:00,Miami,Palm Bay,27-02-2016,07:53:00,14,7,77,MORNING,Meeting,No,Business
1005,24-06-2016,10:48:00,Fort Pierce,West Palm Beach,24-06-2016,11:21:00,33,15.8,173.8,AFTER-NOON,Meal/Entertain,No,Business
1006,20-06-2016,15:46:00,Orlando,Fort Pierce,20-06-2016,17:02:00,76,51,561,EVENING,Meeting,No,Personal
1007,12-05-2016,11:25:00,Kissimmee,Miami,12-05-2016,13:01:00,96,37.9,416.9,AFTER-NOON,Customer Visit,No,Business
1008,11-04-2016,09:28:00,Fort Pierce,Palm Bay,11-04-2016,10:04:00,36,15.2,167.2,MORNING,Customer Visit,No,Business
1009,20-04-2016,17:46:00,Kissimmee,Tampa,20-04-2016,18:05:00,19,7.4,81.4,EVENING,Meeting,No,Business
1010,17-02-2016,12:10:00,Palm Bay,Orlando,17-02-2016,13:46:00,96,74.3,817.3,AFTER-NOON,Customer Visit,No,Business
1011,31-05-2016,11:56:00,Orlando,Tampa,31-05-2016,13:07:00,71,21.4,235.4,AFTER-NOON,Customer Visit,No,Business
1012,01-02-2016,07:58:00,Palm Bay,Fort Pierce,01-02-2016,09:13:00,75,33,363,MORNING,Customer Visit,No,Personal
1013,15-03-2016,16:58:00,Tampa,West Palm Beach,15-03-2016,17:20:00,22,14.2,156.2,EVENING,Customer Visit,No,Business
1014,12-04-2016,12:12:00,Orlando,Kissimmee,12-04-2016,12:43:00,31,19,209,AFTER-NOON,Errand/Supplies,No,Business
1015,25-03-2016,14:10:00,Miami,Tampa,25-03-2016,14:30:00,20,12.5,137.5,AFTER-NOON,Meeting,No,Business
1016,01-05-2016,11:57:00,Kissimmee,Palm Bay,01-05-2016,12:24:00,27,8.6,94.6,AFTER-NOON,Meal/Entertain,No,Business
1017,23-03-2016,14:24:00,Miami,Fort Pierce,23-03-2016,15:06:00,42,18.1,199.1,AFTER-NOON,Meal/Entertain,No,Business
1018,08-06-2016,14:16:00,Palm Bay,Kissimmee,08-06-2016,14:50:00,34,11.9,130.9,AFTER-NOON,Meeting,No,Business
1019,27-05-2016,19:26:00,Palm Bay,Fort Pierce,27-05-2016,20:21:00,55,24.8,272.8,NIGHT,Meeting,No,Business
1020,29-04-2016,20:21:00,Tampa,Tampa,29-04-2016,21:02:00,41,27.7,304.7,NIGHT,Meeting,Yes,Personal
1021,27-05-2016,09:21:00,Fort Pierce,Orlando,27-05-2016,10:56:00,95,40.6,446.6,MORNING,Meeting,No,Business
1022,14-03-2016,11:40:00,Tampa,Fort Pierce,14-03-2016,13:00:00,80,59.8,657.8,AFTER-NOON,Meal/Entertain,No,Business
1023,16-04-2016,19:23:00,Palm Bay,Tampa,16-04-2016,19:29:00,6,3.5,38.5,NIGHT,Meeting,No,Business
1024,05-03-2016,15:54:00,Tampa,Fort Pierce,05-03-2016,16:20:00,26,10.8,118.8,EVENING,Errand/Supplies,No,Business
1025,14-02-2016,20:49:00,Kissimmee,Fort Pierce,14-02-2016,22:05:00,76,42.3,465.3,NIGHT,Meal/Entertain,No,Business
1026,11-01-2016,10:09:00,Palm Bay,Orlando,11-01-2016,11:21:00,72,33.7,370.7,AFTER-NOON,Meeting,No,Business
1027,08-03-2016,19:50:00,Miami,Kissimmee,08-03-2016,20:44:00,54,26.6,292.6,NIGHT,Errand/Supplies,No,Personal
1028,28-06-2016,15:00:00,Tampa,Palm Bay,28-06-2016,16:13:00,73,45,495,EVENING,Errand/Supplies,No,Business
1029,12-06-2016,15:00:00,Kissimmee,West Palm Beach,12-06-2016,16:01:00,61,31.5,346.5,EVENING,Customer Visit,No,Personal
1030,14-03-2016,10:33:00,West Palm Beach,Fort Pierce,14-03-2016,11:02:00,29,10.3,113.3,AFTER-NOON,Customer Visit,No,Personal
1031,12-05-2016,11:19:00,Palm Bay,Orlando,12-05-2016,12:19:00,60,24.6,270.6,AFTER-NOON,Meeting,No,Personal
1032,09-06-2016,15:20:00,Miami,Tampa,09-06-2016,17:09:00,109,60.3,663.3,EVENING,Meeting,No,Business
1033,12-02-2016,13:18:00,Kissimmee,Kissimmee,12-02-2016,14:15:00,57,24.5,269.5,AFTER-NOON,Meal/Entertain,Yes,Business
1034,18-04-2016,13:09:00,Fort Pierce,Miami,18-04-2016,14:48:00,99,69.6,765.6,AFTER-NOON,Meal/Entertain,No,Business
1035,17-02-2016,13:16:00,Palm Bay,Fort Pierce,17-02-2016,13:54:00,38,27.9,306.9,AFTER-NOON,Errand/Supplies,No,Business
1036,08-04-2016,15:23:00,Miami,Miami,08-04-2016,16:18:00,55,40.4,444.4,EVENING,Meal/Entertain,Yes,Personal
1037,23-06-2016,09:44:00,Miami,Fort Pierce,23-06-2016,11:34:00,110,64.1,705.1,MORNING,Errand/Supplies,No,Business
1038,23-04-2016,15:15:00,Orlando,West Palm Beach,23-04-2016,16:18:00,63,32.9,361.9,EVENING,Meeting,No,Business
1039,09-01-2016,16:18:00,West Palm Beach,Fort Pierce,09-01-2016,18:03:00,105,35.4,389.4,EVENING,Meeting,No,Business
1040,18-01-2016,12:37:00,Kissimmee,Palm Bay,18-01-2016,13:43:00,66,48.6,534.6,AFTER-NOON,Meeting,No,Personal
1041,30-01-2016,12:06:00,Orlando,Tampa,30-01-2016,12:27:00,21,12.9,141.9,AFTER-NOON,Meal/Entertain,No,Business
1042,22-03-2016,16:39:00,Kissimmee,Orlando,22-03-2016,17:04:00,25,15.5,170.5,EVENING,Customer Visit,No,Personal
1043,17-03-2016,14:58:00,Palm Bay,West Palm Beach,17-03-2016,15:49:00,51,27.4,301.4,AFTER-NOON,Errand/Supplies,No,Business
1044,11-01-2016,18:40:00,Tampa,Miami,11-01-2016,19:18:00,38,19.9,218.9,EVENING,Airport/Travel,No,Business
1045,27-02-2016,17:50:00,Fort Pierce,West Palm Beach,27-02-2016,18:03:00,13,9.4,103.4,EVENING,Customer Visit,No,Business
1046,18-03-2016,18:13:00,West Palm Beach,Fort Pierce,18-03-2016,20:02:00,109,60.9,669.9,EVENING,Meeting,No,Business
1047,09-02-2016,15:07:00,Kissimmee,Tampa,09-02-2016,16:40:00,93,37.5,412.5,EVENING,Meal/Entertain,No,Personal
1048,28-01-2016,06:03:00,Tampa,Miami,28-01-2016,06:14:00,11,6.4,70.4,MORNING,Meeting,No,Business
1049,12-05-2016,15:08:00,Fort Pierce,Fort Pierce,12-05-2016,16:01:00,53,38.1,419.1,EVENING,Errand/Supplies,Yes,Business
1050,16-05-2016,20:07:00,Fort Pierce,Orlando,16-05-2016,20:25:00,18,7.8,85.8,NIGHT,Meal/Entertain,No,Business
1051,18-05-2016,09:43:00,Kissimmee,Orlando,18-05-2016,10:09:00,26,9.9,108.9,MORNING,Meeting,No,Business
1052,30-04-2016,14:10:00,Orlando,Fort Pierce,30-04-2016,15:35:00,85,56.4,620.4,AFTER-NOON,Customer Visit,No,Business
1053,01-02-2016,08:54:00,Miami,Kissimmee,01-02-2016,10:37:00,103,35.9,394.9,MORNING,Meal/Entertain,No,Business
1054,21-04-2016,10:06:00,Palm Bay,Miami,21-04-2016,10:17:00,11,4.9,53.9,AFTER-NOON,Customer Visit,No,Business
1055,17-01-2016,13:51:00,West Palm Beach,Fort Pierce,17-01-2016,15:41:00,110,66.8,734.8,AFTER-NOON,Meeting,No,Business
1056,25-06-2016,08:17:00,Miami,West Palm Beach,25-06-2016,09:21:00,64,50.1,551.1,MORNING,Errand/Supplies,No,Business
1057,14-05-2016,17:25:00,West Palm Beach,Fort Pierce,14-05-2016,18:45:00,80,35,385,EVENING,Meeting,No,Business
1058,27-03-2016,09:23:00,Fort Pierce,Orlando,27-03-2016,11:20:00,117,60.6,666.6,MORNING,Customer Visit,No,Personal
1059,20-01-2016,20:48:00,West Palm Beach,West Palm Beach,20-01-2016,21:25:00,37,23.9,262.9,NIGHT,Meal/Entertain,Yes,Personal
1060,21-03-2016,08:59:00,Fort Pierce,Miami,21-03-2016,09:56:00,57,21.1,232.1,MORNING,Customer Visit,No,Business
1061,10-01-2016,10:24:00,West Palm Beach,Palm Bay,10-01-2016,11:16:00,52,37.4,411.4,AFTER-NOON,Meal/Entertain,No,Business
1062,04-01-2016,15:28:00,Kissimmee,Orlando,04-01-2016,16:48:00,80,29.8,327.8,EVENING,Meal/Entertain,No,Personal
1063,11-06-2016,20:43:00,Kissimmee,West Palm Beach,11-06-2016,21:10:00,27,14.4,158.4,NIGHT,Errand/Supplies,No,Business
1064,19-02-2016,14:41:00,Palm Bay,Orlando,19-02-2016,15:37:00,56,20.2,222.2,AFTER-NOON,Meeting,No,Business
1065,20-05-2016,15:12:00,Palm Bay,Miami,20-05-2016,15:38:00,26,12.8,140.8,EVENING,Meeting,No,Business
1066,02-05-2016,06:25:00,Orlando,Palm Bay,02-05-2016,07:40:00,75,29.8,327.8,MORNING,Customer Visit,No,Business
1067,26-01-2016,10:45:00,Palm Bay,West Palm Beach,26-01-2016,11:14:00,29,16.5,181.5,AFTER-NOON,Customer Visit,No,Business
1068,04-03-2016,14:47:00,Palm Bay,Orlando,04-03-2016,14:52:00,5,2.2,24.2,AFTER-NOON,Meeting,No,Business
1069,13-06-2016,10:07:00,West Palm Beach,Fort Pierce,13-06-2016,11:11:00,64,31.1,342.1,AFTER-NOON,Meeting,No,Personal
1070,04-04-2016,09:28:00,Fort Pierce,Kissimmee,04-04-2016,11:02:00,94,36.6,402.6,MORNING,Meeting,No,Business
1071,12-06-2016,14:33:00,Palm Bay,Kissimmee,12-06-2016,15:13:00,40,27,297,AFTER-NOON,Customer Visit,No,Business
1072,06-02-2016,20:35:00,Kissimmee,Fort Pierce,06-02-2016,21:02:00,27,11.8,129.8,NIGHT,Customer Visit,No,Personal
1073,22-01-2016,17:03:00,Miami,West Palm Beach,22-01-2016,17:36:00,33,20,220,EVENING,Meeting,No,Business
1074,21-05-2016,07:44:00,West Palm Beach,Orlando,21-05-2016,09:31:00,107,83.4,917.4,MORNING,Meeting,No,Business
1075,15-01-2016,11:47:00,Miami,Miami,15-01-2016,12:54:00,67,38.6,424.6,AFTER-NOON,Airport/Travel,Yes,Business
1076,09-02-2016,17:23:00,Tampa,Kissimmee,09-02-2016,17:49:00,26,17.6,193.6,EVENING,Meeting,No,Business
1077,20-06-2016,10:57:00,Palm Bay,Palm Bay,20-06-2016,12:21:00,84,58.9,647.9,AFTER-NOON,Airport/Travel,Yes,Personal
1078,01-06-2016,10:30:00,Palm Bay,Orlando,01-06-2016,12:30:00,120,89.9,988.9,AFTER-NOON,Customer Visit,No,Personal
1079,08-04-2016,08:45:00,Fort Pierce,West Palm Beach,08-04-2016,09:14:00,29,13.7,150.7,MORNING,Meal/Entertain,No,Business
1080,24-05-2016,14:24:00,Kissimmee,West Palm Beach,24-05-2016,15:17:00,53,25.2,277.2,AFTER-NOON,Meeting,No,Personal
1081,23-02-2016,16:38:00,West Palm Beach,Fort Pierce,23-02-2016,17:52:00,74,51,561,EVENING,Customer Visit,No,Business
1082,12-01-2016,12:18:00,Miami,Miami,12-01-2016,12:39:00,21,11.2,123.2,AFTER-NOON,Meeting,Yes,Business
1083,08-04-2016,12:10:00,Orlando,West Palm Beach,08-04-2016,14:10:00,120,95.2,1047.2,AFTER-NOON,Meeting,No,Business
1084,17-06-2016,16:48:00,Miami,Orlando,17-06-2016,17:58:00,70,26.1,287.1,EVENING,Meeting,No,Personal
1085,10-05-2016,11:58:00,West Palm Beach,Miami,10-05-2016,13:56:00,118,80.2,882.2,AFTER-NOON,Meeting,No,Business
1086,17-02-2016,09:39:00,Orlando,Miami,17-02-2016,11:25:00,106,41.9,460.9,MORNING,Customer Visit,No,Personal
1087,13-05-2016,12:39:00,Tampa,Palm Bay,13-05-2016,13:48:00,69,25.7,282.7,AFTER-NOON,Meeting,No,Business
1088,11-01-2016,06:56:00,Kissimmee,Orlando,11-01-2016,07:27:00,31,22.3,245.3,MORNING,Meeting,No,Business
1089,29-01-2016,07:35:00,Palm Bay,Tampa,29-01-2016,08:08:00,33,23.1,254.1,MORNING,Meal/Entertain,No,Personal
1090,06-02-2016,07:50:00,Palm Bay,West Palm Beach,06-02-2016,09:18:00,88,33.5,368.5,MORNING,Customer Visit,No,Personal
1091,16-05-2016,19:21:00,Tampa,Miami,16-05-2016,20:22:00,61,35.4,389.4,NIGHT,Airport/Travel,No,Personal
1092,19-03-2016,15:08:00,Miami,Kissimmee,19-03-2016,16:26:00,78,33.2,365.2,EVENING,Customer Visit,No,Business
1093,12-03-2016,15:06:00,Kissimmee,Tampa,12-03-2016,17:01:00,115,41,451,EVENING,Meeting,No,Business
1094,09-05-2016,15:08:00,Kissimmee,Orlando,09-05-2016,15:55:00,47,24,264,EVENING,Customer Visit,No,Business
1095,01-04-2016,06:01:00,West Palm Beach,Orlando,01-04-2016,08:01:00,120,70.1,771.1,MORNING,Meeting,No,Business
1096,24-01-2016,08:48:00,Miami,Kissimmee,24-01-2016,09:28:00,40,27.5,302.5,MORNING,Meeting,No,Personal
1097,01-04-2016,09:28:00,Fort Pierce,Fort Pierce,01-04-2016,11:19:00,111,64.5,709.5,MORNING,Meeting,Yes,Personal
1098,27-01-2016,17:05:00,Kissimmee,Orlando,27-01-2016,18:53:00,108,72.7,799.7,EVENING,Meal/Entertain,No,Business
1099,15-02-2016,07:24:00,West Palm Beach,Kissimmee,15-02-2016,07:57:00,33,18.3,201.3,MORNING,Customer Visit,No,Personal
1100,14-03-2016,19:38:00,Orlando,Orlando,14-03-2016,21:30:00,112,69.9,768.9,NIGHT,Meeting,Yes,Business
1101,03-05-2016,07:40:00,Orlando,Fort Pierce,03-05-2016,09:08:00,88,34.9,383.9,MORNING,Errand/Supplies,No,Personal
1102,11-06-2016,06:34:00,Kissimmee,Palm Bay,11-06-2016,06:40:00,6,3.4,37.4,MORNING,Airport/Travel,No,Business
1103,19-03-2016,14:16:00,Palm Bay,West Palm Beach,19-03-2016,14:39:00,23,10.6,116.6,AFTER-NOON,Meal/Entertain,No,Business
1104,12-06-2016,14:46:00,Miami,Fort Pierce,12-06-2016,15:23:00,37,28.7,315.7,AFTER-NOON,Meeting,No,Business
1105,18-01-2016,08:20:00,West Palm Beach,Kissimmee,18-01-2016,08:35:00,15,8.4,92.4,MORNING,Meeting,No,Business
1106,17-02-2016,13:40:00,West Palm Beach,West Palm Beach,17-02-2016,14:14:00,34,16.6,182.6,AFTER-NOON,Meal/Entertain,Yes,Personal
1107,12-06-2016,08:19:00,Miami,Orlando,12-06-2016,09:12:00,53,27.1,298.1,MORNING,Customer Visit,No,Business
1108,31-03-2016,13:09:00,West Palm Beach,West Palm Beach,31-03-2016,13:50:00,41,15.7,172.7,AFTER-NOON,Meal/Entertain,Yes,Business
1109,04-04-2016,09:39:00,Palm Bay,Miami,04-04-2016,09:45:00,6,3,33,MORNING,Airport/Travel,No,Business
1110,15-05-2016,17:55:00,Orlando,Tampa,15-05-2016,19:03:00,68,39.6,435.6,EVENING,Customer Visit,No,Personal
1111,19-05-2016,11:02:00,Fort Pierce,Kissimmee,19-05-2016,11:16:00,14,5.4,59.4,AFTER-NOON,Meeting,No,Business
1112,27-05-2016,20:31:00,Fort Pierce,Miami,27-05-2016,21:15:00,44,14.9,163.9,NIGHT,Errand/Supplies,No,Personal
1113,14-03-2016,13:32:00,Fort Pierce,Palm Bay,14-03-2016,13:43:00,11,6.9,75.9,AFTER-NOON,Meeting,No,Business
1114,13-05-2016,12:34:00,Tampa,Tampa,13-05-2016,13:58:00,84,37.2,409.2,AFTER-NOON,Meal/Entertain,Yes,Business
1115,11-05-2016,07:36:00,Miami,Palm Bay,11-05-2016,08:25:00,49,32.1,353.1,MORNING,Airport/Travel,No,Personal
1116,19-05-2016,15:22:00,Tampa,Tampa,19-05-2016,17:06:00,104,63.1,694.1,EVENING,Errand/Supplies,Yes,Business
1117,10-06-2016,17:50:00,Orlando,Orlando,10-06-2016,19:16:00,86,41.1,452.1,EVENING,Meal/Entertain,Yes,Business
1118,27-01-2016,10:25:00,West Palm Beach,Tampa,27-01-2016,11:14:00,49,18.7,205.7,AFTER-NOON,Airport/Travel,No,Business
1119,28-06-2016,17:30:00,Miami,West Palm Beach,28-06-2016,18:14:00,44,25.6,281.6,EVENING,Errand/Supplies,No,Personal
1120,10-06-2016,17:35:00,Orlando,West Palm Beach,10-06-2016,19:34:00,119,76.6,842.6,EVENING,Meeting,No,Business
1121,25-04-2016,14:03:00,West Palm Beach,West Palm Beach,25-04-2016,14:37:00,34,27,297,AFTER-NOON,Meeting,Yes,Business
1122,23-05-2016,08:01:00,Kissimmee,Tampa,23-05-2016,09:32:00,91,30.2,332.2,MORNING,Errand/Supplies,No,Business
1123,23-04-2016,20:25:00,Fort Pierce,Tampa,23-04-2016,21:23:00,58,42,462,NIGHT,Customer Visit,No,Personal
1124,22-05-2016,07:28:00,Fort Pierce,Orlando,22-05-2016,08:54:00,86,53.1,584.1,MORNING,Meeting,No,Personal
1125,10-02-2016,11:26:00,Palm Bay,West Palm Beach,10-02-2016,12:55:00,89,32.1,353.1,AFTER-NOON,Meeting,No,Business
1126,01-01-2016,17:19:00,Kissimmee,Palm Bay,01-01-2016,18:58:00,99,56,616,EVENING,Customer Visit,No,Personal
1127,19-05-2016,11:12:00,Tampa,Orlando,19-05-2016,12:39:00,87,27.3,300.3,AFTER-NOON,Customer Visit,No,Business
1128,10-03-2016,07:37:00,West Palm Beach,Kissimmee,10-03-2016,09:09:00,92,32.2,354.2,MORNING,Meeting,No,Business
1129,12-02-2016,14:08:00,Kissimmee,Kissimmee,12-02-2016,16:08:00,120,61.7,678.7,AFTER-NOON,Customer Visit,Yes,Business
1130,04-05-2016,17:27:00,West Palm Beach,West Palm Beach,04-05-2016,19:20:00,113,76.8,844.8,EVENING,Errand/Supplies,Yes,Business
1131,20-02-2016,06:51:00,Fort Pierce,Palm Bay,20-02-2016,07:47:00,56,31.1,342.1,MORNING,Meeting,No,Business
1132,27-05-2016,11:12:00,Fort Pierce,Kissimmee,27-05-2016,12:08:00,56,27,297,AFTER-NOON,Errand/Supplies,No,Business
1133,16-03-2016,11:55:00,Miami,Fort Pierce,16-03-2016,13:31:00,96,39.8,437.8,AFTER-NOON,Customer Visit,No,Personal
1134,26-03-2016,12:18:00,Orlando,Palm Bay,26-03-2016,12:51:00,33,24.1,265.1,AFTER-NOON,Meeting,No,Business
1135,12-05-2016,07:44:00,Fort Pierce,Kissimmee,12-05-2016,09:37:00,113,76.4,840.4,MORNING,Errand/Supplies,No,Business
1136,11-02-2016,08:00:00,Tampa,Miami,11-02-2016,08:27:00,27,21.1,232.1,MORNING,Meeting,No,Business
1137,18-02-2016,20:53:00,Miami,Orlando,18-02-2016,21:02:00,9,5.1,56.1,NIGHT,Airport/Travel,No,Personal
1138,12-01-2016,18:05:00,Orlando,Kissimmee,12-01-2016,19:13:00,68,27.3,300.3,EVENING,Customer Visit,No,Business
1139,21-03-2016,11:34:00,West Palm Beach,West Palm Beach,21-03-2016,13:01:00,87,48.3,531.3,AFTER-NOON,Meal/Entertain,Yes,Business
1140,27-04-2016,20:34:00,West Palm Beach,Tampa,27-04-2016,21:01:00,27,21.2,233.2,NIGHT,Meeting,No,Personal
1141,25-02-2016,19:40:00,West Palm Beach,West Palm Beach,25-02-2016,20:29:00,49,35.4,389.4,NIGHT,Meal/Entertain,Yes,Business
1142,18-05-2016,10:46:00,Miami,Orlando,18-05-2016,10:52:00,6,2.6,28.6,AFTER-NOON,Errand/Supplies,No,Business
1143,02-05-2016,11:57:00,Tampa,West Palm Beach,02-05-2016,12:40:00,43,21.5,236.5,AFTER-NOON,Meeting,No,Business
1144,15-03-2016,18:05:00,Palm Bay,Tampa,15-03-2016,19:57:00,112,77.3,850.3,EVENING,Meeting,No,Personal
1145,25-02-2016,20:18:00,Orlando,Kissimmee,25-02-2016,21:34:00,76,28.6,314.6,NIGHT,Customer Visit,No,Personal
1146,13-02-2016,18:07:00,Tampa,Orlando,13-02-2016,18:42:00,35,19.5,214.5,EVENING,Meal/Entertain,No,Business
1147,03-06-2016,09:16:00,Miami,Tampa,03-06-2016,10:40:00,84,33.9,372.9,MORNING,Meeting,No,Business
1148,21-06-2016,20:15:00,Orlando,Kissimmee,21-06-2016,20:31:00,16,7.6,83.6,NIGHT,Airport/Travel,No,Business
1149,05-03-2016,20:38:00,Palm Bay,West Palm Beach,05-03-2016,21:11:00,33,18.4,202.4,NIGHT,Meal/Entertain,No,Business
1150,23-02-2016,14:14:00,Tampa,Miami,23-02-2016,15:05:00,51,24.3,267.3,AFTER-NOON,Meeting,No,Business
1151,25-03-2016,13:38:00,West Palm Beach,Tampa,25-03-2016,13:55:00,17,9.6,105.6,AFTER-NOON,Customer Visit,No,Business
1152,16-01-2016,09:40:00,Kissimmee,Kissimmee,16-01-2016,10:24:00,44,25.7,282.7,MORNING,Meeting,Yes,Business
1153,28-01-2016,12:31:00,Fort Pierce,Orlando,28-01-2016,12:43:00,12,6.5,71.5,AFTER-NOON,Airport/Travel,No,Business
1154,02-03-2016,12:41:00,Kissimmee,Palm Bay,02-03-2016,14:28:00,107,67.5,742.5,AFTER-NOON,Meal/Entertain,No,Business
